Geo_NAME	Geo_QName	Geo_AREALAND	Geo_AREAWATR	Geo_SUMLEV	Geo_GEOCOMP	SE_T001_001
"ZCTA5 85726       "	"ZCTA5 85726, Arizona"	"121584"	"0"	"871"	"00"	0
"ZCTA5 85730       "	"ZCTA5 85730, Arizona"	"120128227"	"56667"	"871"	"00"	38323
"ZCTA5 85735       "	"ZCTA5 85735, Arizona"	"493691026"	"26497"	"871"	"00"	11250
"ZCTA5 85736       "	"ZCTA5 85736, Arizona"	"913204168"	"20482"	"871"	"00"	4975
"ZCTA5 85737       "	"ZCTA5 85737, Arizona"	"62482717"	"204782"	"871"	"00"	20727
"ZCTA5 85739       "	"ZCTA5 85739, Arizona"	"483040121"	"695"	"871"	"00"	17848
"ZCTA5 85741       "	"ZCTA5 85741, Arizona"	"26080228"	"218068"	"871"	"00"	32998
"ZCTA5 85742       "	"ZCTA5 85742, Arizona"	"74389170"	"204836"	"871"	"00"	25212
"ZCTA5 85743       "	"ZCTA5 85743, Arizona"	"249591051"	"316103"	"871"	"00"	29144
"ZCTA5 85745       "	"ZCTA5 85745, Arizona"	"174405704"	"283791"	"871"	"00"	37006
"ZCTA5 85746       "	"ZCTA5 85746, Arizona"	"197672993"	"0"	"871"	"00"	43057
"ZCTA5 85747       "	"ZCTA5 85747, Arizona"	"152311837"	"0"	"871"	"00"	23058
"ZCTA5 85748       "	"ZCTA5 85748, Arizona"	"30645411"	"0"	"871"	"00"	18087
"ZCTA5 85749       "	"ZCTA5 85749, Arizona"	"155619450"	"57376"	"871"	"00"	19032
"ZCTA5 85750       "	"ZCTA5 85750, Arizona"	"51558221"	"166990"	"871"	"00"	24161
"ZCTA5 85755       "	"ZCTA5 85755, Arizona"	"87209603"	"0"	"871"	"00"	15107
"ZCTA5 85756       "	"ZCTA5 85756, Arizona"	"175852722"	"0"	"871"	"00"	35703
"ZCTA5 85757       "	"ZCTA5 85757, Arizona"	"66556194"	"0"	"871"	"00"	16988
"ZCTA5 85901       "	"ZCTA5 85901, Arizona"	"674043417"	"1817519"	"871"	"00"	17207
"ZCTA5 85911       "	"ZCTA5 85911, Arizona"	"1648685900"	"78346"	"871"	"00"	1800
"ZCTA5 85912       "	"ZCTA5 85912, Arizona"	"107976926"	"10915"	"871"	"00"	178
"ZCTA5 85920       "	"ZCTA5 85920, Arizona"	"275658859"	"1213134"	"871"	"00"	464
"ZCTA5 85922       "	"ZCTA5 85922, Arizona"	"1011639524"	"789364"	"871"	"00"	41
"ZCTA5 85923       "	"ZCTA5 85923, Arizona"	"162571829"	"0"	"871"	"00"	621
"ZCTA5 85924       "	"ZCTA5 85924, Arizona"	"2027667905"	"2720988"	"871"	"00"	2683
"ZCTA5 85925       "	"ZCTA5 85925, Arizona"	"76326521"	"67578"	"871"	"00"	4893
"ZCTA5 85926       "	"ZCTA5 85926, Arizona"	"17756115"	"37275"	"871"	"00"	265
"ZCTA5 85927       "	"ZCTA5 85927, Arizona"	"330910000"	"7940752"	"871"	"00"	176
"ZCTA5 85928       "	"ZCTA5 85928, Arizona"	"736436065"	"430074"	"871"	"00"	1102
"ZCTA5 85929       "	"ZCTA5 85929, Arizona"	"156377156"	"1329459"	"871"	"00"	8322
"ZCTA5 85930       "	"ZCTA5 85930, Arizona"	"483293372"	"2286197"	"871"	"00"	1086
"ZCTA5 85931       "	"ZCTA5 85931, Arizona"	"776994124"	"1674175"	"871"	"00"	207
"ZCTA5 85932       "	"ZCTA5 85932, Arizona"	"339003081"	"660671"	"871"	"00"	364
"ZCTA5 85933       "	"ZCTA5 85933, Arizona"	"238459925"	"3196"	"871"	"00"	3033
"ZCTA5 85934       "	"ZCTA5 85934, Arizona"	"151879639"	"0"	"871"	"00"	574
"ZCTA5 85935       "	"ZCTA5 85935, Arizona"	"125028478"	"370789"	"871"	"00"	4735
"ZCTA5 85936       "	"ZCTA5 85936, Arizona"	"2574110894"	"7499827"	"871"	"00"	4293
"ZCTA5 85937       "	"ZCTA5 85937, Arizona"	"795763569"	"415828"	"871"	"00"	7638
"ZCTA5 85938       "	"ZCTA5 85938, Arizona"	"956071745"	"2550779"	"871"	"00"	2366
"ZCTA5 85939       "	"ZCTA5 85939, Arizona"	"144628731"	"112850"	"871"	"00"	4400
"ZCTA5 85940       "	"ZCTA5 85940, Arizona"	"212662907"	"277328"	"871"	"00"	1443
"ZCTA5 85941       "	"ZCTA5 85941, Arizona"	"2153723794"	"10222429"	"871"	"00"	9941
"ZCTA5 85942       "	"ZCTA5 85942, Arizona"	"144808116"	"86595"	"871"	"00"	80
"ZCTA5 86001       "	"ZCTA5 86001, Arizona"	"2289712185"	"10841089"	"871"	"00"	40776
"ZCTA5 86003       "	"ZCTA5 86003, Arizona"	"55328841"	"0"	"871"	"00"	23
"ZCTA5 86004       "	"ZCTA5 86004, Arizona"	"1975385651"	"454296"	"871"	"00"	37338
"ZCTA5 86011       "	"ZCTA5 86011, Arizona"	"1756314"	"0"	"871"	"00"	6362
"ZCTA5 86015       "	"ZCTA5 86015, Arizona"	"14077985"	"25938"	"871"	"00"	385
"ZCTA5 86016       "	"ZCTA5 86016, Arizona"	"276597914"	"99640"	"871"	"00"	62
"ZCTA5 86017       "	"ZCTA5 86017, Arizona"	"358724636"	"668082"	"871"	"00"	667
"ZCTA5 86018       "	"ZCTA5 86018, Arizona"	"259659228"	"63244"	"871"	"00"	759
"ZCTA5 86020       "	"ZCTA5 86020, Arizona"	"2992130052"	"2171164"	"871"	"00"	1941
"ZCTA5 86021       "	"ZCTA5 86021, Arizona"	"68950484"	"20502"	"871"	"00"	6085
"ZCTA5 86022       "	"ZCTA5 86022, Arizona"	"1451909020"	"207556"	"871"	"00"	2210
"ZCTA5 86023       "	"ZCTA5 86023, Arizona"	"702611398"	"3047427"	"871"	"00"	2627
"ZCTA5 86024       "	"ZCTA5 86024, Arizona"	"1367460866"	"2043915"	"871"	"00"	703
"ZCTA5 86025       "	"ZCTA5 86025, Arizona"	"1858495333"	"8278956"	"871"	"00"	5676
"ZCTA5 86028       "	"ZCTA5 86028, Arizona"	"453947621"	"308660"	"871"	"00"	47
"ZCTA5 86029       "	"ZCTA5 86029, Arizona"	"156319088"	"133174"	"871"	"00"	320
"ZCTA5 86030       "	"ZCTA5 86030, Arizona"	"610439178"	"52576"	"871"	"00"	1374
"ZCTA5 86031       "	"ZCTA5 86031, Arizona"	"1159308085"	"754179"	"871"	"00"	1856
"ZCTA5 86032       "	"ZCTA5 86032, Arizona"	"519603056"	"1845126"	"871"	"00"	1509
"ZCTA5 86033       "	"ZCTA5 86033, Arizona"	"3057282183"	"2603629"	"871"	"00"	7844
"ZCTA5 86034       "	"ZCTA5 86034, Arizona"	"1284239967"	"674057"	"871"	"00"	2271
"ZCTA5 86035       "	"ZCTA5 86035, Arizona"	"1881973796"	"2131804"	"871"	"00"	1802
"ZCTA5 86036       "	"ZCTA5 86036, Arizona"	"2575789505"	"9085158"	"871"	"00"	388
"ZCTA5 86038       "	"ZCTA5 86038, Arizona"	"125106218"	"13437740"	"871"	"00"	77
"ZCTA5 86039       "	"ZCTA5 86039, Arizona"	"761762456"	"219051"	"871"	"00"	1467
"ZCTA5 86040       "	"ZCTA5 86040, Arizona"	"1950486157"	"32065960"	"871"	"00"	10283
"ZCTA5 86042       "	"ZCTA5 86042, Arizona"	"183343803"	"52008"	"871"	"00"	1778
"ZCTA5 86043       "	"ZCTA5 86043, Arizona"	"270660559"	"93043"	"871"	"00"	1798
"ZCTA5 86044 (part)"	"ZCTA5 86044 (part), Arizona"	"1994690058"	"419847"	"871"	"00"	3825
"ZCTA5 86045       "	"ZCTA5 86045, Arizona"	"3561471110"	"114258"	"871"	"00"	11354
"ZCTA5 86046       "	"ZCTA5 86046, Arizona"	"3783514421"	"1510101"	"871"	"00"	6090
"ZCTA5 86047       "	"ZCTA5 86047, Arizona"	"4448462122"	"1771286"	"871"	"00"	14970
"ZCTA5 86052       "	"ZCTA5 86052, Arizona"	"2613840768"	"3778592"	"871"	"00"	28
"ZCTA5 86053       "	"ZCTA5 86053, Arizona"	"1885212406"	"9511806"	"871"	"00"	2311
"ZCTA5 86054       "	"ZCTA5 86054, Arizona"	"1081195599"	"260133"	"871"	"00"	1935
"ZCTA5 86301       "	"ZCTA5 86301, Arizona"	"80097498"	"1742783"	"871"	"00"	20626
"ZCTA5 86303       "	"ZCTA5 86303, Arizona"	"346031287"	"321186"	"871"	"00"	17082
"ZCTA5 86305       "	"ZCTA5 86305, Arizona"	"3242490547"	"544612"	"871"	"00"	17356
"ZCTA5 86313       "	"ZCTA5 86313, Arizona"	"293740"	"0"	"871"	"00"	257
"ZCTA5 86314       "	"ZCTA5 86314, Arizona"	"187032556"	"0"	"871"	"00"	34401
"ZCTA5 86315       "	"ZCTA5 86315, Arizona"	"157580010"	"0"	"871"	"00"	7234
"ZCTA5 86320       "	"ZCTA5 86320, Arizona"	"2412929204"	"63617"	"871"	"00"	1885
"ZCTA5 86321       "	"ZCTA5 86321, Arizona"	"762185419"	"0"	"871"	"00"	2219
"ZCTA5 86322       "	"ZCTA5 86322, Arizona"	"1000910236"	"41828"	"871"	"00"	11480
"ZCTA5 86323       "	"ZCTA5 86323, Arizona"	"367000054"	"99969"	"871"	"00"	15822
"ZCTA5 86324       "	"ZCTA5 86324, Arizona"	"433005703"	"380983"	"871"	"00"	4168
"ZCTA5 86325       "	"ZCTA5 86325, Arizona"	"155583136"	"0"	"871"	"00"	5152
"ZCTA5 86326       "	"ZCTA5 86326, Arizona"	"140175039"	"0"	"871"	"00"	23344
"ZCTA5 86327       "	"ZCTA5 86327, Arizona"	"518275692"	"0"	"871"	"00"	8858
"ZCTA5 86329       "	"ZCTA5 86329, Arizona"	"95805063"	"0"	"871"	"00"	1179
"ZCTA5 86331       "	"ZCTA5 86331, Arizona"	"112659701"	"0"	"871"	"00"	477
"ZCTA5 86332       "	"ZCTA5 86332, Arizona"	"1265203148"	"0"	"871"	"00"	1637
"ZCTA5 86333       "	"ZCTA5 86333, Arizona"	"1277535860"	"24814"	"871"	"00"	5734
"ZCTA5 86334       "	"ZCTA5 86334, Arizona"	"588571852"	"57670"	"871"	"00"	4985
"ZCTA5 86335       "	"ZCTA5 86335, Arizona"	"480045665"	"36346"	"871"	"00"	4806
"ZCTA5 86336       "	"ZCTA5 86336, Arizona"	"584497700"	"129443"	"871"	"00"	11320
"ZCTA5 86337       "	"ZCTA5 86337, Arizona"	"3147143866"	"199507"	"871"	"00"	1267
"ZCTA5 86338       "	"ZCTA5 86338, Arizona"	"719734880"	"0"	"871"	"00"	743
"ZCTA5 86343       "	"ZCTA5 86343, Arizona"	"265620081"	"15578"	"871"	"00"	177
"ZCTA5 86351       "	"ZCTA5 86351, Arizona"	"103534741"	"0"	"871"	"00"	6349
"ZCTA5 86401       "	"ZCTA5 86401, Arizona"	"2876917472"	"50301"	"871"	"00"	24289
"ZCTA5 86403       "	"ZCTA5 86403, Arizona"	"25951067"	"17977568"	"871"	"00"	15802
"ZCTA5 86404       "	"ZCTA5 86404, Arizona"	"448365498"	"5560725"	"871"	"00"	16243
"ZCTA5 86406       "	"ZCTA5 86406, Arizona"	"636098899"	"15330633"	"871"	"00"	23763
"ZCTA5 86409       "	"ZCTA5 86409, Arizona"	"866119432"	"53904433"	"871"	"00"	26471
"ZCTA5 86411       "	"ZCTA5 86411, Arizona"	"1078691243"	"88888"	"871"	"00"	224
"ZCTA5 86413       "	"ZCTA5 86413, Arizona"	"1825908353"	"33567112"	"871"	"00"	12103
"ZCTA5 86426       "	"ZCTA5 86426, Arizona"	"93848238"	"933405"	"871"	"00"	13863
"ZCTA5 86429       "	"ZCTA5 86429, Arizona"	"216884868"	"6552114"	"871"	"00"	7162
"ZCTA5 86431       "	"ZCTA5 86431, Arizona"	"149714959"	"0"	"871"	"00"	403
"ZCTA5 86432       "	"ZCTA5 86432, Arizona"	"8345456715"	"24976850"	"871"	"00"	3933
"ZCTA5 86433       "	"ZCTA5 86433, Arizona"	"439049953"	"0"	"871"	"00"	111
"ZCTA5 86434       "	"ZCTA5 86434, Arizona"	"2024336388"	"4477515"	"871"	"00"	1490
"ZCTA5 86435       "	"ZCTA5 86435, Arizona"	"3222894550"	"8438781"	"871"	"00"	487
"ZCTA5 86436       "	"ZCTA5 86436, Arizona"	"288703407"	"20709387"	"871"	"00"	2104
"ZCTA5 86437       "	"ZCTA5 86437, Arizona"	"178828003"	"0"	"871"	"00"	76
"ZCTA5 86438       "	"ZCTA5 86438, Arizona"	"3435652734"	"9085458"	"871"	"00"	913
"ZCTA5 86440       "	"ZCTA5 86440, Arizona"	"295852814"	"1867690"	"871"	"00"	6906
"ZCTA5 86441       "	"ZCTA5 86441, Arizona"	"1322350417"	"9647857"	"871"	"00"	2224
"ZCTA5 86442       "	"ZCTA5 86442, Arizona"	"98609702"	"1404843"	"871"	"00"	33382
"ZCTA5 86443       "	"ZCTA5 86443, Arizona"	"1208872428"	"144069864"	"871"	"00"	76
"ZCTA5 86444       "	"ZCTA5 86444, Arizona"	"1309804230"	"27360010"	"871"	"00"	1289
"ZCTA5 86445       "	"ZCTA5 86445, Arizona"	"757700674"	"7319057"	"871"	"00"	311
"ZCTA5 86502       "	"ZCTA5 86502, Arizona"	"1821508132"	"1145389"	"871"	"00"	1464
"ZCTA5 86503       "	"ZCTA5 86503, Arizona"	"2155630736"	"852852"	"871"	"00"	10714
"ZCTA5 86504 (part)"	"ZCTA5 86504 (part), Arizona"	"732133581"	"311108"	"871"	"00"	5835
"ZCTA5 86505       "	"ZCTA5 86505, Arizona"	"2676890470"	"3028588"	"871"	"00"	7682
"ZCTA5 86506       "	"ZCTA5 86506, Arizona"	"440942496"	"212370"	"871"	"00"	1321
"ZCTA5 86507       "	"ZCTA5 86507, Arizona"	"574727933"	"1050634"	"871"	"00"	2340
"ZCTA5 86508       "	"ZCTA5 86508, Arizona"	"180349746"	"98724"	"871"	"00"	752
"ZCTA5 86510       "	"ZCTA5 86510, Arizona"	"1918793257"	"298171"	"871"	"00"	5358
"ZCTA5 86511       "	"ZCTA5 86511, Arizona"	"954655438"	"400668"	"871"	"00"	3694
"ZCTA5 86512       "	"ZCTA5 86512, Arizona"	"1492175974"	"894294"	"871"	"00"	2439
"ZCTA5 86514 (part)"	"ZCTA5 86514 (part), Arizona"	"1729380144"	"1278434"	"871"	"00"	3011
"ZCTA5 86515 (part)"	"ZCTA5 86515 (part), Arizona"	"38837148"	"3081"	"871"	"00"	2894
"ZCTA5 86520       "	"ZCTA5 86520, Arizona"	"645145270"	"152731"	"871"	"00"	1793
"ZCTA5 86535       "	"ZCTA5 86535, Arizona"	"704008648"	"124431"	"871"	"00"	1199
"ZCTA5 86538       "	"ZCTA5 86538, Arizona"	"522785730"	"6614077"	"871"	"00"	2338
"ZCTA5 86540       "	"ZCTA5 86540, Arizona"	"627281564"	"139222"	"871"	"00"	1088
"ZCTA5 86544       "	"ZCTA5 86544, Arizona"	"638558171"	"379886"	"871"	"00"	1267
"ZCTA5 86545       "	"ZCTA5 86545, Arizona"	"846477596"	"117680"	"871"	"00"	1650
"ZCTA5 86547       "	"ZCTA5 86547, Arizona"	"337529660"	"310401"	"871"	"00"	1171
"ZCTA5 86556       "	"ZCTA5 86556, Arizona"	"624152459"	"2441353"	"871"	"00"	2090
"ZCTA5 87328 (part)"	"ZCTA5 87328 (part), Arizona"	"98453333"	"337828"	"871"	"00"	185
